t=00	 3.678540814730324e-03	 1.610230630752882e-06 
t=01	 3.415653714218726e-03	 -1.198692241952371e-06 
t=02	 8.640983319973248e-04	 -6.296330947082526e-08 
t=03	 2.298967455943409e-04	 -9.482872824079686e-08 
t=04	 6.194857510006894e-05	 -2.445246111515190e-08 
t=05	 1.678533602623148e-05	 -5.023061074143214e-09 
t=06	 4.576383990413578e-06	 -2.916646063522977e-09 
t=07	 1.250673542155627e-06	 -5.389315552600864e-10 
t=08	 3.422002587359587e-07	 -5.866456790019169e-10 
t=09	 9.381887931776806e-08	 -9.271141600331936e-11 
t=10	 2.569907673624144e-08	 -4.896396483335878e-11 
t=11	 7.060817848118935e-09	 -1.888124693101667e-11 
t=12	 1.944515926363258e-09	 -9.334109657734957e-12 
t=13	 5.349375130850292e-10	 -3.241465761537539e-12 
t=14	 1.473619421241104e-10	 -6.471463878157227e-13 
t=15	 4.060993354138661e-11	 -1.231446476241111e-13 
t=16	 1.119886333184342e-11	 -3.370760137133874e-14 
t=17	 3.093528170600012e-12	 -8.440019028563659e-15 
t=18	 8.533594947767933e-13	 -1.101195920285994e-15 
t=19	 2.362808931318879e-13	 -3.257809574066366e-16 
t=20	 6.519540091779767e-14	 -3.821551207599073e-17 
t=21	 1.801787283793226e-14	 2.999960861412937e-17 
t=22	 4.997278797484058e-15	 1.598916528191054e-17 
t=23	 1.475195503505989e-15	 8.477689759642822e-18 
t=24	 7.599340624013612e-16	 3.360291040070550e-18 
t=25	 1.490172258035783e-15	 1.261957531432639e-18 
t=26	 5.033824131867335e-15	 1.038186262991602e-17 
t=27	 1.814298806152626e-14	 -8.873133979388959e-18 
t=28	 6.571825687307426e-14	 -4.734238698491446e-17 
t=29	 2.378388621327571e-13	 -2.760356141312613e-16 
t=30	 8.654338676817076e-13	 -1.414270166325557e-15 
t=31	 3.139715458998128e-12	 -3.478626284402815e-15 
t=32	 1.139180085392603e-11	 -9.664248576231048e-15 
t=33	 4.141889912677224e-11	 -6.358675152374999e-14 
t=34	 1.502458268509404e-10	 -3.190333867085839e-13 
t=35	 5.447003779651480e-10	 -1.847174046193682e-12 
t=36	 1.980556063538123e-09	 -4.661903922519467e-12 
t=37	 7.171431584220591e-09	 -7.129025176806570e-12 
t=38	 2.605708455036886e-08	 -1.309357421605712e-12 
t=39	 9.492611238601848e-08	 2.766766896530353e-11 
t=40	 3.454000529443619e-07	 3.908839439360345e-11 
t=41	 1.259612153291551e-06	 -1.312753214201379e-10 
t=42	 4.609879027810098e-06	 -4.735907786611728e-09 
t=43	 1.688625377776651e-05	 -1.110487094894959e-08 
t=44	 6.191501229218002e-05	 -5.040626425548146e-08 
t=45	 2.295838736619663e-04	 -4.696725651933325e-08 
t=46	 8.670268947580871e-04	 -4.749789147300013e-07 
t=47	 3.422267083635726e-03	 -1.586694901966172e-06 
