t=00	 3.659754995067536e-03	 1.813223732238430e-06 
t=01	 3.398768773258932e-03	 -2.864436443480248e-06 
t=02	 8.594206965548048e-04	 -7.481753289331042e-07 
t=03	 2.279046933396698e-04	 -3.639220854696922e-08 
t=04	 6.134779533960760e-05	 5.587645646740788e-09 
t=05	 1.667370477712127e-05	 1.549889019906041e-08 
t=06	 4.547197675319897e-06	 1.057961344591991e-08 
t=07	 1.245609356750405e-06	 2.044867313374197e-09 
t=08	 3.418025707018415e-07	 1.313180723675476e-09 
t=09	 9.394636047341098e-08	 4.201249865552862e-10 
t=10	 2.586225574100413e-08	 1.226475649890017e-10 
t=11	 7.128891451195709e-09	 5.122147595320886e-11 
t=12	 1.959750028814302e-09	 1.955234064454120e-11 
t=13	 5.399278658057660e-10	 6.316719748235019e-12 
t=14	 1.488830955847912e-10	 1.827677272056768e-12 
t=15	 4.090225051607782e-11	 6.200181697118666e-13 
t=16	 1.126888165602459e-11	 1.959559392985607e-13 
t=17	 3.095995500109767e-12	 6.244654534223358e-14 
t=18	 8.543855057052920e-13	 1.916092983905013e-14 
t=19	 2.347636203696309e-13	 5.496710026266603e-15 
t=20	 6.471885706463193e-14	 1.471338875387007e-15 
t=21	 1.790102106543344e-14	 4.361967515753681e-16 
t=22	 4.961417429691942e-15	 1.306311500643950e-16 
t=23	 1.462320632862208e-15	 4.027950549620566e-17 
t=24	 7.511209824913194e-16	 1.942430962885851e-17 
t=25	 1.468760067914017e-15	 3.865061919943864e-17 
t=26	 4.999308649858568e-15	 1.244257015510936e-16 
t=27	 1.799537000974125e-14	 4.424283192242177e-16 
t=28	 6.497054099505431e-14	 1.438440249840716e-15 
t=29	 2.354427256386397e-13	 4.099952553063844e-15 
t=30	 8.590670045673388e-13	 1.365808653412964e-14 
t=31	 3.118373730985189e-12	 4.637592565838576e-14 
t=32	 1.131063082367278e-11	 1.114547494799308e-13 
t=33	 4.084791745946523e-11	 3.098589247167753e-13 
t=34	 1.484461086258026e-10	 6.668383276073663e-13 
t=35	 5.378136212817414e-10	 2.131407720388510e-12 
t=36	 1.949432067681559e-09	 1.053897728639739e-11 
t=37	 7.099718172620705e-09	 3.363564552848211e-11 
t=38	 2.582821039116911e-08	 8.373683417732584e-11 
t=39	 9.414362824472394e-08	 2.737657029156343e-10 
t=40	 3.437380708156096e-07	 1.204269304995505e-09 
t=41	 1.251614938858018e-06	 4.182467230727001e-09 
t=42	 4.577751945424534e-06	 1.703206081549948e-08 
t=43	 1.674605473068330e-05	 4.668136020451674e-08 
t=44	 6.149301084110696e-05	 1.468319683229109e-07 
t=45	 2.274221602089881e-04	 4.841009102478762e-07 
t=46	 8.560787642811136e-04	 8.923981096900464e-07 
t=47	 3.395576622947980e-03	 -8.206575736202851e-09 
