t=00	 3.597212661643105e-03	 1.095026707702147e-07 
t=01	 3.378638021816619e-03	 -6.420205258577475e-07 
t=02	 8.522199113655232e-04	 -5.946418950254358e-07 
t=03	 2.260629333987069e-04	 -1.586113441571177e-07 
t=04	 6.074659355233640e-05	 -6.938464314940064e-08 
t=05	 1.648123165101979e-05	 -2.637949288252333e-09 
t=06	 4.514927702736127e-06	 -2.377907914623331e-09 
t=07	 1.235240705207721e-06	 -1.344726622879893e-09 
t=08	 3.389314705089312e-07	 -2.117638522037679e-10 
t=09	 9.308299535529060e-08	 -1.342204341935774e-10 
t=10	 2.563315090943371e-08	 -2.139695255462679e-11 
t=11	 7.094326455505738e-09	 -1.792475722034975e-11 
t=12	 1.958988872824384e-09	 -5.009503042053266e-12 
t=13	 5.408085830998384e-10	 -1.383848009292075e-12 
t=14	 1.492080456522534e-10	 -2.420588656531825e-13 
t=15	 4.114421281467130e-11	 -7.955093618169630e-14 
t=16	 1.132202393855974e-11	 -2.242522467612472e-14 
t=17	 3.120350136539369e-12	 -1.359912668933012e-14 
t=18	 8.595636377611542e-13	 -3.111281663375030e-15 
t=19	 2.371359598147311e-13	 -8.920826379215144e-16 
t=20	 6.521007196389407e-14	 -3.369006522626287e-16 
t=21	 1.792631187643666e-14	 -7.957989180751817e-17 
t=22	 4.967656580588646e-15	 -3.441724649760440e-17 
t=23	 1.461216030564472e-15	 -1.016407685872562e-17 
t=24	 7.487105755538013e-16	 -2.864549739520091e-18 
t=25	 1.461093653466831e-15	 -8.335840639040583e-18 
t=26	 4.945273611313005e-15	 -2.836221698549312e-17 
t=27	 1.778148428039276e-14	 -9.863212504663855e-17 
t=28	 6.454915847290659e-14	 -4.386026417987596e-16 
t=29	 2.331135388522607e-13	 -1.345791902220065e-15 
t=30	 8.434519604965334e-13	 -4.885464372093327e-15 
t=31	 3.065097048714815e-12	 -2.156405790069268e-14 
t=32	 1.112905686882011e-11	 -6.428972137928778e-14 
t=33	 4.038318649475675e-11	 -2.405640687651802e-13 
t=34	 1.465218130298302e-10	 -8.713003976417631e-13 
t=35	 5.299159036889678e-10	 -2.650345751943048e-12 
t=36	 1.925307049217391e-09	 -9.662647388228965e-12 
t=37	 7.004174434464929e-09	 -2.259031158828392e-11 
t=38	 2.543317409918658e-08	 -7.170532962341763e-11 
t=39	 9.250558293211590e-08	 -1.702172248441233e-10 
t=40	 3.366863000733209e-07	 -3.621004577239429e-10 
t=41	 1.228730051517753e-06	 -9.434075879709780e-10 
t=42	 4.497363182417581e-06	 -7.976839946870857e-10 
t=43	 1.645776651805143e-05	 -1.665246141215280e-08 
t=44	 6.041464522753798e-05	 -4.423569627340213e-08 
t=45	 2.246863527420377e-04	 -1.770583331667877e-08 
t=46	 8.508531988174515e-04	 -3.212748638038850e-07 
t=47	 3.378562077905416e-03	 -1.380523267150687e-07 
