t=00	 3.658784340876398e-03	 -6.887278708196235e-07 
t=01	 3.423670808516436e-03	 8.851681603989620e-07 
t=02	 8.612638460840597e-04	 8.275225691666822e-07 
t=03	 2.275653082573770e-04	 2.260629830232280e-07 
t=04	 6.113659961238557e-05	 7.889135021619513e-08 
t=05	 1.659625737802180e-05	 4.297285560754165e-08 
t=06	 4.537350654499883e-06	 5.348573996837514e-09 
t=07	 1.236605385138263e-06	 1.686789380019009e-09 
t=08	 3.388189597328026e-07	 9.060106926713063e-10 
t=09	 9.305752378515514e-08	 4.920085011526925e-10 
t=10	 2.550475706306708e-08	 1.537715204528270e-10 
t=11	 7.024721514963090e-09	 4.338549724839303e-11 
t=12	 1.923344002484125e-09	 1.493128000509428e-11 
t=13	 5.303546450776811e-10	 4.507668314953934e-12 
t=14	 1.460522682143459e-10	 1.433512159203464e-12 
t=15	 4.030648631937118e-11	 4.123899949775976e-13 
t=16	 1.113904889748042e-11	 1.333455262673775e-13 
t=17	 3.073204677135341e-12	 3.472817681189284e-14 
t=18	 8.502892939299591e-13	 1.186117625907133e-14 
t=19	 2.341428764066999e-13	 4.013774206486838e-15 
t=20	 6.464730336503592e-14	 1.127263989787973e-15 
t=21	 1.781523356177882e-14	 3.127475683791752e-16 
t=22	 4.950214020625299e-15	 9.322140413866307e-17 
t=23	 1.465012188544858e-15	 2.953370059452330e-17 
t=24	 7.555765748742541e-16	 1.220847278465208e-17 
t=25	 1.482229471896352e-15	 1.561058214103660e-17 
t=26	 5.014759118187364e-15	 4.746172128501756e-17 
t=27	 1.803955062696492e-14	 1.833404883535086e-16 
t=28	 6.523527343249405e-14	 6.136871313092606e-16 
t=29	 2.363903849114243e-13	 1.971918463746323e-15 
t=30	 8.567231093305440e-13	 6.338934977056600e-15 
t=31	 3.106345220303692e-12	 1.424325305358074e-14 
t=32	 1.130052199924202e-11	 4.272125370763447e-14 
t=33	 4.087715845255911e-11	 1.776934563811403e-13 
t=34	 1.481747195216987e-10	 3.591103212104792e-13 
t=35	 5.367663091124051e-10	 1.628233523379853e-12 
t=36	 1.945969008662529e-09	 2.628495485716408e-12 
t=37	 7.052435807397730e-09	 6.734042869021254e-12 
t=38	 2.564529940324432e-08	 8.436602381455051e-12 
t=39	 9.340104301849444e-08	 -3.754565977797429e-11 
t=40	 3.392620492118280e-07	 3.434873110847220e-10 
t=41	 1.237609723396866e-06	 -5.264878917888976e-10 
t=42	 4.548727788829513e-06	 -2.020383152980231e-09 
t=43	 1.673248687940280e-05	 -2.999339058348854e-09 
t=44	 6.140077451222615e-05	 -4.721714357266040e-09 
t=45	 2.272486117072873e-04	 7.030471373178617e-08 
t=46	 8.571930137281104e-04	 3.103651012667186e-07 
t=47	 3.402829424165951e-03	 1.707927601642556e-07 
