t=00	 3.699612992762049e-03	 -1.069395771104556e-06 
t=01	 3.467899066634997e-03	 -5.882521858701051e-07 
t=02	 8.738251973957695e-04	 -4.376774002959667e-07 
t=03	 2.313631274114086e-04	 -1.922453301077660e-07 
t=04	 6.214966982909339e-05	 -7.070748069794228e-08 
t=05	 1.680585128649333e-05	 -1.661667320364468e-08 
t=06	 4.564190723777263e-06	 -2.950662933410673e-09 
t=07	 1.248993319512741e-06	 1.167740648394823e-09 
t=08	 3.421433971469700e-07	 -3.696946452914620e-10 
t=09	 9.377858321556806e-08	 -9.744922967428800e-11 
t=10	 2.578020355629790e-08	 -7.343134751907662e-11 
t=11	 7.086180877710707e-09	 -2.375608503176779e-11 
t=12	 1.945230246257632e-09	 -8.549544367540750e-12 
t=13	 5.334698454996314e-10	 -2.392012754381133e-12 
t=14	 1.465401753626819e-10	 -9.017748556063029e-13 
t=15	 4.022877916631129e-11	 -2.434892587403779e-13 
t=16	 1.109685260544929e-11	 -5.599977661967444e-14 
t=17	 3.040340488414277e-12	 -1.833528867404875e-14 
t=18	 8.372313859490551e-13	 -5.353826906869834e-15 
t=19	 2.308728353787962e-13	 -1.584225437222444e-15 
t=20	 6.356181023635496e-14	 -3.256027820697048e-16 
t=21	 1.749046655810493e-14	 -1.115669100221775e-16 
t=22	 4.836833037890374e-15	 -4.588626447364661e-17 
t=23	 1.417329250587433e-15	 -1.670407874187434e-17 
t=24	 7.138634115741040e-16	 -6.654734844521524e-18 
t=25	 1.379159713748422e-15	 -1.186465823558355e-17 
t=26	 4.667048362871643e-15	 -4.078199716279538e-17 
t=27	 1.690250220941185e-14	 -1.225491493450292e-16 
t=28	 6.154134610015562e-14	 -3.605051143542316e-16 
t=29	 2.234219053435643e-13	 -1.460318845073002e-15 
t=30	 8.127577583322279e-13	 -4.802991238402758e-15 
t=31	 2.952271762232629e-12	 -1.571386987029876e-14 
t=32	 1.073716144246151e-11	 -3.892824123306957e-14 
t=33	 3.898506497325810e-11	 -2.382246964924000e-13 
t=34	 1.417818585121027e-10	 -7.832827029908687e-13 
t=35	 5.185472697848306e-10	 -1.822600058964057e-12 
t=36	 1.898194291477398e-09	 -3.662322288393035e-12 
t=37	 6.925615636007894e-09	 -2.029427882121483e-11 
t=38	 2.530328234099945e-08	 -6.703239246037962e-11 
t=39	 9.284486642906046e-08	 -1.428303224619654e-10 
t=40	 3.398834142495490e-07	 -2.449035009929176e-10 
t=41	 1.248294377827126e-06	 2.532768632166260e-10 
t=42	 4.566712553509666e-06	 2.502400360986582e-09 
t=43	 1.679086735598088e-05	 1.726644724906708e-08 
t=44	 6.197105166655776e-05	 1.009508510180499e-07 
t=45	 2.314072351055605e-04	 2.512284383972956e-07 
t=46	 8.734338986373987e-04	 3.309928834104272e-07 
t=47	 3.462259732098088e-03	 -1.123691859703336e-07 
